DEPTO,NOMDEPTO,CODLOC,NOMLOC,NOMBRE,DIRECCION,x,y
"03",CANELONES,"03321",LA PAZ,GUADALUPE,J. B. y Ordoñez 339 e/ C. Mayo G.,570701.292563374,6152972.68402955
"03",CANELONES,"03323",SANTA LUCIA,JUAN ANGEL,Roosevelt 59,556234.659664183,6187257.10039998
"03",CANELONES,"03724",LA FLORESTA,LA FLORESTA,Treinta y Tres y Argentina,621069.405444479,6152743.62871355
"03",CANELONES,"03729",SALINAS,MARIMAR,Interbalnearia Km. 39.200,606919.426184589,6151416.24491088
"03",CANELONES,"03323",SANTA LUCIA,MARSO,Dr. Legniani 452,556061.557325075,6187360.86372689
"03",CANELONES,"03626",MIGUES,MARTIN,Feliciano Viera s/n,625872.438559505,6182776.27090452
"03",CANELONES,"03320",CANELONES,NUEVA - CANELONES,Treinta y Tres 549 esq Rodó,565959.709068441,6179422.28673324
"03",CANELONES,"03321",LA PAZ,FARMASHOP 98,Jose Batlle y Ordoñez 181,570959.763871699,6152974.39038269
"03",CANELONES,"03321",LA PAZ,PACCINI CENTRO,Pedro Rosa Guiffini e/ J.B.y Ordoñez,570866.489589734,6152973.91370613
"03",CANELONES,"03320",CANELONES,PIRUJAS,Batlle y Ordoñez 769,565897.970167658,6179875.37595977
"03",CANELONES,"03528",TALA,POPULAR - TALA,18 de Julio e I. De León,613909.555088021,6198898.89295832
"03",CANELONES,"03628",SAN BAUTISTA,SAN BAUTISTA,Treinta y Tres Orientales s/n,595370.841273673,6188511.95056568
"03",CANELONES,"03729",SALINAS,"626",Ruta 87 esq. Abaroré,606039.414019664,6151810.30184464
"03",CANELONES,"03221",LAS PIEDRAS,BATLLE Y ORDOÑEZ,Batlle y Ordóñez 509,572097.551072106,6157051.25930153
"03",CANELONES,"03826",COSTA AZUL,FARMACOSTA,25 de Agosto esq. Gran Bretaña,623101.318416584,6151880.40561559
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE 1,Félix Buxareo 1158 esq. Echevarriarza,578263.387102182,6136812.96206268
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE 2,Av. Brasil 2570 esq. Gral. Brito del Pino,576881.526485327,6136868.47744137
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE 3,Juan Benito Blanco 994 esq. José Martí,577765.65227957,6136202.17305917
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE 4,21 de setiembre 2948 esq. Tomás Diago,577322.58282803,6135541.15048417
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE 8 DE OCTUBRE,Av. 8 de Octubre 2547 esq. Presidente Berro,576518.942739477,6138622.0408676
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE ALVAREZ,Av. Garibaldi 2567 esq. Monte Caseros,576448.379929577,6139237.02605291
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE CANADA,Av. Bolivia 1429 esq. San Nicolás,585281.974153456,6138416.04186811
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALE CIELMAR,Rincón 700 esq. Juncal,572964.349587122,6137145.87848032
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE CORDON,Av. 18 de julio 2051 esq. Martín C. Martínez,575748.104730258,6137755.25758888
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE LYON,Av. 18 de julio 2102 esq. Joaquín Requena,575865.183002765,6137780.15175216
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALE DOMAR,Manuel V. Pagola 3295 esq. Chucarro,578104.66676147,6136702.29238242
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE HERMES,Bvar. España 2502 esq. Obligado,576714.666611008,6136377.66192303
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE MARAZUL,Av. 18 de julio 2151 esq. Juan Paullier,575948.923192249,6137851.97215407
"01",MONTEVIDEO,"01020",MONTEVIDEO,PIGALLE MASSONE,Gabriel Pereira 3148 esq. 26 de Marzo,577800.299179063,6136710.28171031
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 05 - MAM,Jose .L. Terra  2200   local   37 y 38,574631.801398912,6139192.48072434
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 06 - MONTEVIDEO SHOPPING,Luis A. de Herrera 1290 - Loc.152,578847.393909513,6137369.99498943
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 09 - CONVENCION,18 de Julio 900 esq. Convención,573350.523470392,6137041.98065641
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 11 - PORTONES SHOPPING,Av. Italia 5775 - Loc. 201/206,583901.21424677,6139734.90626342
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 13 - PASO MOLINO,Agraciada 4214,571307.744360931,6142622.51015195
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 14 - PUNTA CARRETAS SHOPPING,Ellauri 350 - Loc. 109 y 145,576817.899154345,6135084.95663984
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 16 - MALVIN,Mississipi 1647 esq. Rivera,582572.169868004,6138637.03670421
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 17 - CERRO,Avenida Carlos María Ramírez 1490,568829.814896592,6140803.35571853
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 21 - UNIVERSIDAD,Avenida 18 de Julio 1799 esq. Tristán Narvaja,575143.942165137,6137484.25816899
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 22 - ELLAURI,José Ellauri 512 esq. Montero,576973.245939267,6135371.76807353
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 28 - BENITO BLANCO,Gabriel Pereira 3298 esq. Benito Blanco,577990.868329413,6136469.56263094
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 30 - CIUDAD VIEJA,Sarandí 699,572986.714633348,6137045.20522309
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 31 - UNION,8 de Octubre 3640,578316.725800553,6140300.45348413
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 42 - AROCENA,Arocena 1681 esq. Rivera,586020.405239604,6139129.48283479
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 51 - CONSTITUYENTE,Constituyente 1789 esq. Gaboto,575110.118883676,6137019.6291708
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 52 - SALTERAIN,Rivera 2102 y Salterain,575822.498893475,6137470.75735355
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 58 - PAULLIER,Canelones 2198 esq. Paullier,576038.027032333,6136943.13173345
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 61 - PARQUE RODO,Av. Julio Herrera y Reissig 736,576214.668973187,6136034.98489053
"01",MONTEVIDEO,"01020",MONTEVIDEO,SAN ROQUE 63 - COMERCIO,Av Italia 3830 esq. Solano López,579593.814570356,6139134.34043022
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 64,SARANDI 502,572649.817798565,6136919.31181715
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 130,18 de Julio 850,573247.377880473,6137031.41690953
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 21,Colonia 903,573366.811501989,6137173.01106243
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 43,Av. 18 de Julio 1331,574240.369919463,6137135.21616336
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 33,Av. 18 de Julio 1487,574562.237561079,6137214.35572527
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 108,Colonia 1800,575108.01887416,6137557.63675852
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 55,Av. 18 de Julio 1951,575491.688557828,6137638.57094652
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 62,Bvar. Artigas 1481,576332.958765172,6137573.62169831
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 52,20 de Setiembre 1525,576463.613566305,6137614.57680854
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 42,Av. Ing Luis P. Ponce 1503,576773.641245672,6137707.96890978
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 3,Av. Gral. Rivera 2755,577182.111764929,6137359.05323997
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 50,Bvar. España 2167,575906.024577611,6136766.08344876
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 99,Juan D. Jackson 1200,575545.636796157,6136900.11062778
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 111,Jose Ellauri 411,576803.320660947,6135214.95144012
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 15,21 de Setiembre 2867,577158.98719627,6135614.39039556
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 22,Luis Franszini 806,576866.307131578,6135928.06472899
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 38,Av. Sarmiento 2445,576701.995739558,6136130.8244673
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 24,21 de Setiembre 2453,576549.118203395,6136238.99677226
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 26,Bvar. España 2856,577520.514717481,6136083.12346465
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 13,Dr. Jose Scosería 2614,577119.421472442,6136023.19630341
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 18,Av. Brasil 2851,577418.167049129,6136474.18510855
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 39,Av. Brasil 2703,577166.24230769,6136792.74524208
"10",MALDONADO,"01020",MONTEVIDEO,FARMASHOP 60,Av. Brasil 2500,576736.241014982,6136927.89639665
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 11,Av. Luis A. De Herrera 2368,577676.565646994,6139374.86623114
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 129,Av. Del Libertador 1953,573902.814866381,6137888.7628959
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 28,Av. 8 de Octubre 3268,577673.350111877,6139851.74145846
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 37,Av. 8 de Octubre 3439,577932.107107187,6140074.74792944
"10",MALDONADO,"01020",MONTEVIDEO,FARMASHOP 123,Ruta 39 y Av. Luis Alberto de Herrera - Centro Comercial Paseo del Este Local 17,577076.125346315,6140203.73492901
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 29,Av. 8 de Octubre 3749,578520.344004406,6140474.84763204
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 34,Av. 8 de Octubre 4002,578994.419015416,6140786.14012039
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 32,Cno. Carrasco 4471,580236.944445776,6140761.62999921
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 115,Veracierto 2563,580656.068885482,6140887.85025933
"01",MONTEVIDEO,"01020",MONTEVIDEO,EDANEL,,580576.193519127,6140843.83837158
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 90,"Av. Luis Alberto de HErrera 3365, Nuevo Centro Shopping",575925.225368927,6141139.78743975
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 44,Av. Gral Flores 3315,575627.699243171,6141333.50879966
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 10,Av. Gral San Martin 3083,574760.033173962,6141086.70705169
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 5,Av. Agraciada 3665,572215.006106139,6141572.05397722
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 9,Av. Joaquin Suarez 3458,573558.385435445,6141700.40295437
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 104,Av. Luis A. de Herrera 4111,574357.803709456,6142054.2731012
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 61,Av. Agraciada 4104,571523.95992296,6142403.2120388
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 23,Av. Agraciada 4269,571211.384093843,6142667.72771131
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 89,Av. Carlos Maria Ramirez 802,569909.98490768,6141654.55789942
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 119,Carlos Maria Ramirez 1851,568117.004039174,6140598.69599465
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 69,Av. Luis Batlle Berres 6149,567408.998206337,6144532.06189477
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 72,Cno. Ariel 4931,571550.359647794,6145216.73110195
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 1,Cno. Ariel 4626,572116.324043758,6144871.61933554
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 132,Aparicio Saravia 4644,573023.070791469,6145911.46155205
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 117,Avda. Jose Belloni 4371,578563.830434165,6146171.67532916
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 6,Av. Italia 6958,586137.5437324,6140103.04210384
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 78,Av. Dr. Juan B. Alberdi 6502,585304.751024123,6139833.98120684
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 77,Av. A. Arocena 1980 bis,585819.371534368,6139711.55902387
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 16,Av. Alfredo Arocena 1657,586045.058452654,6139054.4168458
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 73,Av. Gral Jose Maria Pez 1447,584044.242258062,6138405.15050694
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 51,Orinoco 4993,582448.516793402,6138110.54585846
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 14,Av. Enrique Legrand 5085,582355.249172426,6138831.97417225
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 19,Almeria 4701/002,581529.268342091,6138306.12852952
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 53,"Av. Italia 4280, Plaza Italia Shopping",580594.889985188,6139059.96964978
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 59,Av. Italia 3949,579831.706207068,6139201.96235542
"10",MALDONADO,"01020",MONTEVIDEO,FARMASHOP 58,Av. Italia 3813,579500.888300381,6139195.12752219
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 27,Av. Gral E. Garzon 1925,571127.197352297,6148195.22487287
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 114,Lezica 6326,568867.457413559,6149219.90627959
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 113,Lezica 6394,568704.261545763,6149401.17924796
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 109,San Jose 1052,573688.247868178,6136959.76236157
"03",CANELONES,"03322",PANDO,FARMASHOP 2,Ruta 8  Km. 30.500,594823.761494859,6156832.80031613
"03",CANELONES,"03322",PANDO,FARMASHOP 35,Av. Gral. Jose G. Artigas 1068,595198.321309767,6157404.16467547
"10",MALDONADO,"10523",PIRIAPOLIS,FARMASHOP 4,Av. Francisco Piria Es. Bs.As.,658188.282718168,6140543.02194743
"10",MALDONADO,"10524",PUNTA DEL ESTE,FARMASHOP 76,Av. Juan Gorlero 780,687780.637782694,6129237.96051553
"10",MALDONADO,"10524",PUNTA DEL ESTE,FARMASHOP 75,Av. Juan Gorlero 993,688104.588600267,6129575.85115591
"10",MALDONADO,"10524",PUNTA DEL ESTE,FARMASHOP 7,Av. Roosevelt y P. 10,687497.826609249,6133042.53332226
"10",MALDONADO,"10524",PUNTA DEL ESTE,FARMASHOP 121,"Av. Pedragosa Sierra Esq. Roosevelt, Torre Place Lafayette Local 8",688071.676811561,6132379.88689276
"10",MALDONADO,"10524",PUNTA DEL ESTE,IBIZA,,687708.752286912,6132789.31722636
"10",MALDONADO,"10524",PUNTA DEL ESTE,FARMASHOP 17,Av. Roosevelt esq Z. Michelini,687149.035311284,6133474.55757608
"10",MALDONADO,"10830",PINARES - LAS DELICIAS,FARMASHOP 88,Av. Camacho esq. Av. Roosevelt,686207.982007365,6133950.15333728
"10",MALDONADO,"10320",MALDONADO,FARMASHOP 120,Florida 784,686528.824617001,6135234.88340869
"10",MALDONADO,"10830",PINARES - LAS DELICIAS,FARMASHOP 122,"Av. Leandro Gomez, Jardines del Mar y Sol Local 03",683422.958293462,6136193.77811467
"10",MALDONADO,"10936",EL TESORO,FARMASHOP 71,Ruta 10 Av. Eduardo V Haedo entre Las Brisas y Los Romances. Loc 209,694328.324091199,6135027.13697536
"03",CANELONES,"03221",LAS PIEDRAS,FARMASHOP 93,Av. Dr. Enrique Pouey 607,571084.768109699,6156906.93066127
"03",CANELONES,"03221",LAS PIEDRAS,FARMASHOP 30,Av. Rivera 609,571795.626743551,6156911.82276502
"03",CANELONES,"03221",LAS PIEDRAS,FARMASHOP 31,Av. Artigas 539,571996.137179342,6156950.5862686
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 36,Av. Gral San Martin 3402,575065.637789803,6141873.90294999
"03",CANELONES,"03722",BARRA DE CARRASCO,FARMASHOP 49,Av. de las Américas 6000,588551.086078901,6140966.48537906
"03",CANELONES,"03722",BARRA DE CARRASCO,FARMASHOP 45,Av. Del Parque 77,589471.471636948,6141119.32449584
"07",FLORES,"07320",TRINIDAD,FARMASHOP 46,Presidente Berro 530,509557.854979048,6291213.66690431
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 48,Estanislao Lopez 4856 Local 002,581914.866784832,6138969.93959962
"03",CANELONES,"03732",SOLYMAR,FARMASHOP 54,Av. Giannattasio Km. 22800,594193.425544871,6145453.11703627
"16",SAN JOSE,"16421",LIBERTAD,FARMASHOP 127,Wilson Ferreira Aldunate Esq. Jose Enrique Rodo,534776.130617204,6167071.21055491
"16",SAN JOSE,"16220",SAN JOSE DE MAYO,FARMASHOP 63,Gral. Jose G. Artigas 561,526245.792834724,6200176.50930545
"05",COLONIA,"05421",NUEVA HELVECIA,FARMASHOP 116,Av. Luis A. de Herrera  Esq. G. Tell,478559.553912862,6205856.98174169
"05",COLONIA,"05320",COLONIA DEL SACRAMENTO,FARMASHOP 85,Gral: Flores 450,422386.11113773,6185335.7187829
"05",COLONIA,"05320",COLONIA DEL SACRAMENTO,FARMASHOP 125,Av. Jose Batlle y Ordoñez s/n esquina Ruta N 21,423555.024596506,6186910.05018268
"10",MALDONADO,"10321",SAN CARLOS,FARMASHOP 65,Av. Cebeiro 581,690104.756991873,6147643.23544604
"10",MALDONADO,"10321",SAN CARLOS,FARMASHOP 67,18 de Julio 1011,690448.385258857,6147847.91154221
"03",CANELONES,"03828",EL PINAR,FARMASHOP 118,Uruguay Esq. Rio Negro,598791.03363493,6148459.54262181
"03",CANELONES,"03831",LAGOMAR,FARMASHOP 74,Av. Giannattasio Km. 21800,593183.551688758,6144806.79666565
"04",CERRO LARGO,"04220",MELO,FARMASHOP 80,Oribe 898,766659.382647228,6414261.84834406
"04",CERRO LARGO,"04220",MELO,FARMASHOP 79,Aparicio Saravia 649,766382.306557454,6414965.47877618
"04",CERRO LARGO,"04220",MELO,FARMASHOP 81,Florencio Sanchez 898,766799.969434697,6415104.8920691
"11",PAYSANDU,"11120",PAYSANDU,FARMASHOP 82,18 de Julio 1405,398652.092487655,6423832.4011378
"11",PAYSANDU,"11120",PAYSANDU,FARMASHOP 83,18 de Julio 1119,397976.011453395,6423910.9375415
"02",ARTIGAS,"02220",ARTIGAS,FARMASHOP 84,Av. Cnel. Carlos Lecueder 250,551449.853765081,6636813.22579356
"12",RIO NEGRO,"12421",YOUNG,FARMASHOP 86,18 de Julio 1680,440754.008483914,6381437.67622503
"12",RIO NEGRO,"12421",YOUNG,FARMASHOP 87,18 de Julio 1953,441384.498634556,6381909.28295918
"17",SORIANO,"17220",MERCEDES,FARMASHOP 92,Gral. Jose Artigas 289,404111.522349958,6320622.51483262
"17",SORIANO,"17220",MERCEDES,FARMASHOP 91,Jose Enrique Rodo 550,403734.188747354,6320389.65223301
"06",DURAZNO,"06220",DURAZNO,FARMASHOP 95,Brig. Gral. Manuel Oribe 751,544356.53336132,6306437.41077164
"15",SALTO,"15120",SALTO,FARMASHOP 96,Uruguay 697,408074.521334349,6527081.0248125
"13",RIVERA,"13220",RIVERA,FARMASHOP 97,Sarandi 509,639593.637125445,6580636.85814429
"05",COLONIA,"05321",CARMELO,FARMASHOP 100,19 de abril 508,381511.588198296,6237594.26681432
"06",DURAZNO,"06220",DURAZNO,FARMASHOP 101,19 de Abril 946,544193.354523257,6306948.01936735
"15",SALTO,"15120",SALTO,FARMASHOP 102,18 de Julio 372,408538.806915762,6526519.98035852
"05",COLONIA,"05320",COLONIA DEL SACRAMENTO,FARMASHOP 103,Jose Pedro Varela 596,423000.646969406,6186194.96434108
"09",LAVALLEJA,"09220",MINAS,FARMASHOP 105,25 de Mayo 582,662158.446662224,6194676.81883537
"14",ROCHA,"14320",ROCHA,FARMASHOP 106,Jose Pedro Ramirez 200,744880.969471504,6180959.11743289
"03",CANELONES,"03320",CANELONES,FARMASHOP 107,Treinta y Tres 368 esq. Tolentino Gonzalez,565945.738670325,6179641.02042032
"10",MALDONADO,"10522",PAN DE AZUCAR,FARMASHOP 110,Felix de Lizarza 678,662373.677376584,6150263.887278
"10",MALDONADO,"10956",PUNTA BALLENA,FARMASHOP 124,Ruta Interbalnearia Km.118 Estacion Ancap Solanas,677957.448112486,6138689.1180804
"18",TACUAREMBO,"18220",TACUAREMBO,FARMASHOP 126,Pablo Rios 149,597409.415124502,6489444.67711726
"16",SAN JOSE,"16220",SAN JOSE DE MAYO,FARMASHOP 131,Av. Luis A. De Herrera 701,526851.204047624,6199758.49554951
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 133,Av. 18 de Julio 1644,574851.398971173,6137306.14564352
"17",SORIANO,"17220",MERCEDES,FARMASHOP 136,Jose Enrique Rodo 718,404076.286035029,6320464.24514295
"01",MONTEVIDEO,"01020",MONTEVIDEO,FARMASHOP 137,Av. Luis A. de Herrera 2888,577041.357432251,6140317.64250214
